X,Y,Cluster
-1.7587479811712314,2.411929409971289,0
-3.6454616668277566,-7.713300667481535,1
-2.5008633598389993,2.8235938478739455,0
-0.8233491251196865,1.5006340475696107,0
-7.2114413329043785,3.6489102802602345,3
-6.410992183679092,3.073268972876397,3
-2.9379941472141926,3.71599507688475,0
-4.678479681584578,-6.3060684059614625,1
-0.5665755054429963,2.941482312745408,0
-5.189078549072255,3.6221983056116063,3
-6.1901616940702135,2.587445551513984,3
2.717475222716818,-5.9559756917224185,2
-7.0251986927650565,3.394623683962609,3
-1.9047685961380814,2.126103363251746,0
2.2704850673753887,-6.948728306917392,2
-1.4746258494047964,0.18839354450210255,0
-5.209753573342977,-4.631984965710991,1
-4.698149081871216,-7.215365435118323,1
-0.03021800700791477,3.031051531846304,0
0.18704193437475536,3.1623884395229123,0
2.213844917388882,-6.708834950427814,2
-3.7205855596885993,-6.255623349242295,1
-2.5945064069357957,3.2774803286455905,0
3.3921613823380974,-7.951962340198034,2
2.259752555884081,-7.342152986436529,2
-6.388853221177072,-6.51247205345774,1
-4.8099080266399135,-4.570168118022398,1
3.296525459025485,-7.869422856050276,2
4.965156378792969,-7.500679185727901,2
-5.994964578920026,-7.187491351418085,1
3.3951737378093996,-7.4089603951729694,2
-5.8466412154961285,4.003118363540459,3
-5.801688766089164,3.1677460729228066,3
3.3076527733722827,-7.219011015733709,2
3.2698868606107836,-7.457425241536444,2
-5.872103292485972,2.8378218063513736,3
2.9456293525568475,-9.511684838981605,2
-0.6544220354959055,1.4358854229293976,0
-5.870050212949062,3.8183682682287823,3
-3.8301510398506258,3.9688361592521764,3
-4.48580805732753,4.564901591650411,3
4.9879473241707455,-8.024477327212075,2
-3.947752382717752,2.5075614726138773,3
-5.388172782060491,0.8230635268533466,3
-1.9420355570821513,3.041644518305031,0
-4.659999518544336,3.1218263388646563,3
4.030760766949037,-8.114260160604296,2
-2.6994778670865878,2.6594013978250572,0
1.0378317025759096,-8.471572661735559,2
-1.2941934974381886,2.787427316061525,0
-3.343858428538902,2.484888780499179,0
3.7593398127608646,-7.898700088115151,2
-5.731138332468405,-5.906065220068878,1
-6.185576643152235,-6.189578853232861,1
-7.231584933515711,4.925954325983096,3
-5.441872270966846,2.4082575385817515,3
-4.389297469672265,-5.538594014895518,1
2.964711762360178,-7.615945809562871,2
3.007950398353444,-6.832578724489308,2
-5.189220822723838,2.8199879267459687,3
-5.469972497650627,-6.934843670878813,1
-6.53295230661014,4.12626099845876,3
-5.911273195291936,3.4085559835188137,3
0.8951492839806443,-6.978406069070374,2
-6.5729160369292625,2.199502601156653,3
-5.08974166380782,1.9681206000666243,3
-5.633874415018146,-6.9242085304509455,1
-4.455115273288056,-7.21437683914681,1
-1.3202048094283196,3.2478721589072954,0
2.5076603516343297,-7.057049512780744,2
-6.440646533399652,1.9673924134743808,3
-1.8122839050751476,2.9865703141670292,0
-5.292435553297672,-5.379410724059513,1
